person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_VENTURE,log_person_income,log_loan_amnt,whole_loan_percent_income,loan_credit,interest_burden,employment_experience_ratio,interest_per_credit_score,default_interest_interaction,high_loan_burden,high_interest_rate,annual_interest_amount,young_applicant,low_income_applicant,high_income_applicant,short_credit_history,loan_status
58.0,1,121416.0,35,12000.0,8.9,0.1,30.0,744,1,0,1,0,0,0,0,0,0,1,0,0,0,11.706986180752766,9.392745258631441,0.009784542399683733,7.279699545364697,0.8900000000000001,0.875,0.011962365575319402,8.9,0,0,1068.0,0,0,1,0,0
53.0,1,126993.0,29,12000.0,6.91,0.09,23.0,614,1,0,1,0,0,0,0,0,0,1,0,0,0,11.751895120230202,9.392745258631441,0.00747442772436276,4.589298622758735,0.6219,0.8285714285714286,0.011254071642908679,6.91,0,0,829.2,0,0,1,0,0
63.0,1,2139143.0,43,12025.0,14.27,0.01,30.0,724,0,0,0,0,0,0,0,0,0,1,0,0,0,14.575916306976694,9.394826251599515,0.0008583893175912035,0.6214738659360314,0.1427,0.9555555555555556,0.019709944724157536,0.0,0,1,1715.9675,0,0,1,0,0
61.0,1,94360.0,39,8525.0,14.54,0.09,27.0,673,0,0,0,0,0,1,0,0,0,0,0,0,0,11.45488313117635,9.050875597325156,0.014039688427299704,9.4487103115727,1.3086,0.9069767441860465,0.021604754797021165,0.0,0,1,1239.535,0,0,0,0,1
56.0,0,108575.0,32,7200.0,6.17,0.07,21.0,683,1,0,0,0,0,1,0,0,0,0,0,0,0,11.595205667583956,8.881975184248867,0.0047546857011282525,3.2474503338705967,0.43190000000000006,0.8421052631578947,0.009033674950170314,6.17,0,0,444.24,0,0,1,0,0
55.0,0,110547.0,34,10000.0,6.62,0.09,28.0,686,0,1,0,0,0,1,0,0,0,0,0,0,0,11.613205094760566,9.210440366976517,0.006892995739368775,4.72859507720698,0.5958,0.918918918918919,0.009650145758527484,0.0,0,0,662.0,0,0,1,0,0
53.0,0,111599.0,31,15000.0,11.12,0.13,22.0,682,0,1,0,0,0,1,0,0,0,0,0,0,0,11.622676328929348,9.61587214452889,0.016290468552585598,11.110099552863378,1.4456,0.8857142857142857,0.0163049853133358,0.0,0,0,1668.0,0,0,1,0,0
62.0,1,21156.0,40,2500.0,6.91,0.12,24.0,704,0,0,0,0,1,0,0,0,0,0,0,0,1,9.959726098983317,7.824445930877619,0.009347230100207979,6.580449990546417,0.8291999999999999,0.9090909090909091,0.009815340895148664,0.0,0,0,172.75,0,1,0,0,0
65.0,1,112569.0,45,25000.0,9.99,0.22,27.0,689,1,0,0,0,0,1,0,0,0,0,0,0,0,11.63133052934885,10.12667110305036,0.024407252440725245,16.816596931659696,2.1978,0.9574468085106383,0.014499274289551126,9.99,1,0,2497.5,0,0,1,0,0
55.0,0,113672.0,34,4000.0,6.62,0.04,26.0,681,0,0,0,0,0,1,0,0,0,0,0,0,0,11.6410811845204,8.294299608857235,0.0026813991132380887,1.8260327961151384,0.26480000000000004,0.918918918918919,0.009720998517296625,0.0,0,0,264.8,0,0,1,0,0
51.0,0,114696.0,28,5000.0,11.01,0.04,30.0,646,1,1,0,0,0,1,0,0,0,0,0,0,0,11.650049147587964,8.517393171418904,0.0052355792704191955,3.3821842086908003,0.4404,0.8484848484848485,0.01704334362686789,11.01,0,0,550.5,0,0,1,0,0
84.0,1,114705.0,61,10000.0,7.51,0.09,24.0,784,1,0,0,0,0,1,0,0,0,0,0,0,0,11.650127612124214,9.210440366976517,0.007419031428446885,5.816520639902358,0.6759,0.9242424242424242,0.009579081620434844,7.51,0,0,751.0,0,0,1,0,0
54.0,0,115179.0,34,6500.0,10.65,0.06,26.0,647,1,0,0,0,0,1,0,0,0,0,0,0,0,11.654251401060664,8.77971129020447,0.006574549179972043,4.253733319441912,0.639,0.9444444444444444,0.016460587300679154,10.65,0,0,692.25,0,0,1,0,0
53.0,0,115026.0,31,6000.0,5.42,0.05,30.0,609,1,1,0,0,0,0,0,1,0,0,0,0,0,11.65292216239696,8.699681400989514,0.0033488080955610035,2.039424130196651,0.271,0.8857142857142857,0.008899835781773668,5.42,0,0,325.2,0,0,1,0,0
56.0,0,115308.0,34,12000.0,11.58,0.1,20.0,637,1,0,0,0,0,1,0,0,0,0,0,0,0,11.65537076045282,9.392745258631441,0.013091893016963264,8.3395358518056,1.1580000000000001,0.8947368421052632,0.0181789638647112,11.58,0,0,1389.6,0,0,1,0,0
55.0,1,117412.0,34,17000.0,11.01,0.14,30.0,567,1,1,0,0,0,1,0,0,0,0,0,0,0,11.673452912784068,9.741027444837728,0.01738919360883044,9.85967277620686,1.5414,0.918918918918919,0.019417989383742524,11.01,1,0,1871.7,0,0,1,0,0
54.0,1,118629.0,34,10000.0,13.23,0.08,20.0,629,0,0,1,0,0,1,0,0,0,0,0,0,0,11.683764684655149,9.210440366976517,0.011995380556187778,7.545094369842112,1.0584,0.9444444444444444,0.02103338629406457,0.0,0,1,1323.0,0,0,1,0,0
58.0,0,120577.0,40,6000.0,5.42,0.05,19.0,699,0,0,0,0,0,1,0,0,0,0,0,0,0,11.700052125407248,8.699681400989514,0.0031946391102780796,2.233052738084378,0.271,1.0,0.0077539341806095365,0.0,0,0,325.2,0,0,1,0,0
52.0,1,120827.0,27,10000.0,9.88,0.08,25.0,695,0,1,0,0,0,0,0,1,0,0,0,0,0,11.702123325703615,9.210440366976517,0.009004609896794592,6.258203878272242,0.7904000000000001,0.7941176470588235,0.01421582731767507,0.0,0,0,988.0000000000001,0,0,1,0,0
63.0,1,128089.0,43,11500.0,12.98,0.09,23.0,682,0,0,1,0,0,1,0,0,0,0,0,0,0,11.760488420825181,9.350189267092581,0.012551429084464709,8.56007463560493,1.1682,0.9555555555555556,0.019032258036609594,0.0,0,0,1492.7,0,0,1,0,0
53.0,1,128167.0,28,20000.0,9.88,0.16,23.0,626,1,0,1,0,0,1,0,0,0,0,0,0,0,11.76109718232655,9.90353755128617,0.016977849212355758,10.628133606934703,1.5808000000000002,0.8,0.01578274757862181,9.88,0,0,1976.0000000000002,0,0,1,0,0
52.0,1,35799.0,30,7000.0,7.49,0.2,20.0,641,0,1,0,0,0,0,0,1,0,0,0,0,0,10.485703172388792,8.853808274977197,0.016601022374926673,10.641255342327998,1.4980000000000002,0.8823529411764706,0.011684867376466667,0.0,0,0,524.3,0,1,0,0,0
55.0,1,35692.0,31,5000.0,15.33,0.14,22.0,594,0,0,1,0,0,0,0,1,0,0,0,0,0,10.482709870110469,8.517393171418904,0.022876274795472374,13.58850722851059,2.1462000000000003,0.8378378378378378,0.02580808076463286,0.0,1,1,766.5,0,1,0,0,0
57.0,1,49042.0,34,15000.0,8.9,0.31,20.0,614,0,0,0,0,0,0,0,0,1,0,0,0,0,10.800452743290393,9.61587214452889,0.030280168019248807,18.592023163818766,2.759,0.8717948717948718,0.014495113982906982,0.0,1,0,1335.0,0,0,0,0,1
51.0,0,139930.0,31,12000.0,7.88,0.09,29.0,676,1,0,0,0,1,1,0,0,0,0,0,0,0,11.84890472295458,9.392745258631441,0.007615236189523333,5.147899664117773,0.7091999999999999,0.9393939393939394,0.011656804716484016,7.88,0,0,945.6,0,0,1,0,0
52.0,1,140486.0,28,12800.0,9.99,0.09,23.0,689,0,0,0,1,0,1,0,0,0,0,0,0,0,11.852870236784687,9.45727857185611,0.010013239753427388,6.899122190111471,0.8991,0.8235294117647058,0.014499274289551126,0.0,0,0,1278.72,0,0,1,0,0
73.0,1,47877.0,48,1800.0,12.53,0.04,21.0,684,0,1,0,0,0,0,0,0,0,0,0,1,0,10.776411387705071,7.496097345175956,0.00508678488627107,3.479360862209412,0.5012,0.8727272727272727,0.01831871342351065,0.0,0,0,225.54,0,0,0,0,0
70.0,1,58915.0,47,15000.0,6.99,0.25,24.0,751,0,0,1,0,0,0,0,0,0,0,0,1,0,10.983867979609434,9.61587214452889,0.020342866842060596,15.277492998387508,1.7475,0.9038461538461539,0.009307589867766192,0.0,1,0,1048.5,0,0,0,0,1
64.0,1,143858.0,44,5000.0,8.0,0.03,22.0,698,0,0,0,0,0,1,0,0,0,0,0,0,0,11.876588932194629,8.517393171418904,0.0031280846390190327,2.1834030780352847,0.24,0.9565217391304348,0.011461318035155705,0.0,0,0,400.0,0,0,1,0,0
51.0,1,144986.0,27,30000.0,7.9,0.21,22.0,640,1,1,0,0,0,1,0,0,0,0,0,0,0,11.884399362211033,10.308985993422082,0.018415571158594622,11.785965541500559,1.659,0.8181818181818182,0.01234374998071289,7.9,1,0,2370.0,0,0,1,0,0
54.0,1,144593.0,30,17625.0,7.49,0.12,20.0,643,1,1,0,0,0,1,0,0,0,0,0,0,0,11.881685094069978,9.777130363659605,0.010348789360480799,6.654271558789153,0.8988,0.8333333333333334,0.011648522532428426,7.49,0,0,1320.1125,0,0,1,0,0
64.0,1,145028.0,44,20000.0,11.11,0.14,25.0,644,1,1,0,0,0,1,0,0,0,0,0,0,0,11.884689001405377,9.90353755128617,0.01670022340513556,10.754943872907301,1.5554000000000001,0.9565217391304348,0.01725155276824293,11.11,0,0,2222.0,0,0,1,0,0
69.0,1,144883.0,43,20000.0,14.84,0.14,27.0,673,1,1,0,0,0,1,0,0,0,0,0,0,0,11.883688701231943,9.90353755128617,0.021865919397030708,14.715763754201667,2.0776000000000003,0.8431372549019608,0.022050520026670847,14.84,1,1,2968.0,0,0,1,0,0
65.0,1,144872.0,42,12000.0,11.48,0.08,21.0,719,0,0,0,1,0,1,0,0,0,0,0,0,0,11.88361277554245,9.392745258631441,0.010337401292175162,7.4325915290739415,0.9184000000000001,0.8936170212765957,0.015966620283773825,0.0,0,0,1377.6,0,0,1,0,0
55.0,1,148602.0,29,10000.0,10.99,0.07,26.0,658,0,0,0,0,1,1,0,0,0,0,0,0,0,11.909033599487316,9.210440366976517,0.008068532052058519,5.309094090254505,0.7693000000000001,0.7837837837837838,0.016702127634191297,0.0,0,0,1099.0,0,0,1,0,0
54.0,0,151284.0,32,12000.0,6.62,0.08,24.0,688,0,0,0,0,0,1,0,0,0,0,0,0,0,11.926920754081769,9.392745258631441,0.006044261124771952,4.158451653843103,0.5296000000000001,0.8888888888888888,0.009622093009270213,0.0,0,0,794.4,0,0,1,0,0
55.0,1,150774.0,32,8400.0,9.63,0.06,18.0,697,0,0,0,0,0,1,0,0,0,0,0,0,0,11.923543938319188,9.036106025364846,0.0059222412352262326,4.127802140952684,0.5778,0.8648648648648649,0.013816355790794327,0.0,0,0,808.92,0,0,1,0,0
70.0,1,159291.0,49,14000.0,11.01,0.09,24.0,640,1,1,0,0,0,1,0,0,0,0,0,0,0,11.97849427492585,9.546884034617925,0.010555524166462637,6.755535466536088,0.9908999999999999,0.9423076923076923,0.017203124973120116,11.01,0,0,1541.4,0,0,1,0,0
54.0,0,155859.0,36,9000.0,11.49,0.06,18.0,707,0,0,0,0,0,1,0,0,0,1,0,0,0,11.956713447397552,9.105090961257085,0.0072122880295651835,5.099087636902585,0.6894,1.0,0.01625176801095931,0.0,0,0,1034.1,0,0,1,0,1
76.0,0,90934.0,58,15000.0,8.94,0.16,25.0,737,0,0,1,0,0,0,0,0,0,0,0,1,0,11.417900244561118,9.61587214452889,0.016396507356984186,12.084225922097346,1.4304,1.0,0.012130257785440626,0.0,0,0,1341.0,0,0,0,0,0
65.0,1,160380.0,42,18000.0,11.01,0.11,25.0,675,0,0,0,0,0,1,0,0,1,0,0,0,0,11.985307513533002,9.798182590890704,0.013479236812570145,9.098484848484848,1.2111,0.8936170212765957,0.016311111086946502,0.0,0,0,1981.8,0,0,1,0,1
60.0,1,181016.0,37,10000.0,5.79,0.06,18.0,696,0,0,0,1,0,1,0,0,0,0,0,0,0,12.106346228489441,9.210440366976517,0.003751049630971848,2.6107305431564063,0.3474,0.8809523809523809,0.008318965505288843,0.0,0,0,579.0,0,0,1,0,0
56.0,1,180925.0,34,15000.0,11.48,0.08,28.0,682,1,0,0,0,0,1,0,0,0,0,0,0,0,12.10584338687119,9.61587214452889,0.010346828796462622,7.0565372391875085,0.9184000000000001,0.8947368421052632,0.01683284455009847,11.48,0,0,1722.0,0,0,1,0,0
54.0,1,186116.0,32,12000.0,12.69,0.06,26.0,732,1,0,0,1,0,1,0,0,0,0,0,0,0,12.134130787195538,9.392745258631441,0.008826753207676933,6.461183348019515,0.7614,0.8888888888888888,0.01733606555008734,12.69,0,0,1522.8,0,0,1,0,0
61.0,1,178312.0,35,24000.0,10.38,0.13,20.0,720,0,0,0,0,0,1,0,0,1,0,0,0,0,12.09129571201782,10.085850775128717,0.015316972497644578,11.028220198304096,1.3494000000000002,0.813953488372093,0.01441666664664352,0.0,0,0,2491.2000000000003,0,0,1,0,1
54.0,0,204802.0,31,11000.0,6.62,0.05,20.0,650,0,1,0,0,0,1,0,0,0,0,0,0,0,12.229803820477702,9.305741456739435,0.004092733469399713,2.6602767551098134,0.331,0.8611111111111112,0.010184615368946746,0.0,0,0,728.2,0,0,1,0,0
52.0,1,196732.0,27,25000.0,14.11,0.13,30.0,630,0,1,0,0,0,1,0,0,0,0,0,0,0,12.189602758480529,10.12667110305036,0.019201248398836995,12.096786491267308,1.8343,0.7941176470588235,0.02239682536127488,0.0,1,1,3527.5,0,0,1,0,1
67.0,1,241126.0,45,3000.0,10.28,0.01,26.0,708,0,1,0,0,0,1,0,0,0,0,0,0,0,12.393079044626717,8.006700845440367,0.0014034156416147575,0.9936182742632483,0.1028,0.9183673469387755,0.014519773990791279,0.0,0,0,308.4,0,0,1,0,0
52.0,1,864746.0,28,7925.0,8.94,0.01,30.0,702,1,0,0,0,0,1,0,0,0,0,0,0,0,13.670192257582643,8.97790377375038,0.0009109553556766959,0.6394906596850405,0.0894,0.8235294117647058,0.012735042716901648,8.94,0,0,708.495,0,0,1,0,0
58.0,1,936965.0,36,4500.0,6.91,0.0,20.0,772,0,0,0,0,1,1,0,0,0,0,0,0,0,13.750402274542996,8.412054873292933,0.0003798967944373589,0.2932803253056411,0.0,0.9,0.008950777190478269,0.0,0,0,310.95,0,0,1,0,0
60.0,1,12247.0,40,2800.0,10.99,0.23,28.0,713,0,1,0,0,0,0,0,0,1,0,0,0,0,9.41311793733752,7.937731775260109,0.027412427533273456,19.545060831223974,2.5277000000000003,0.9523809523809523,0.015413744718914804,0.0,1,0,307.72,0,1,0,0,1
60.0,0,2280980.0,37,1500.0,11.01,0.0,21.0,682,1,0,0,0,0,1,0,0,0,0,0,0,0,14.640116171551869,7.313886831633462,7.897921069014196e-05,0.053863821690676814,0.0,0.8809523809523809,0.01614369499099165,11.01,0,0,165.15,0,0,1,0,0
53.0,1,8000.0,30,1400.0,11.01,0.18,28.0,632,0,0,0,0,0,0,0,1,0,0,0,0,1,8.987321812850125,7.244941546337007,0.0210175,13.28306,1.9817999999999998,0.8571428571428571,0.017420886048384675,0.0,1,0,154.14,0,1,0,0,1
54.0,0,35824.0,31,2500.0,11.71,0.07,28.0,626,1,1,0,0,0,1,0,0,0,0,0,0,0,10.486401252696373,7.824445930877619,0.008869752121482806,5.552464828048237,0.8197000000000001,0.8611111111111112,0.018706070257658036,11.71,0,0,292.75000000000006,0,1,0,0,0
53.0,1,56040.0,29,4925.0,11.71,0.09,23.0,641,0,0,0,0,1,0,0,1,0,0,0,0,0,10.933838844688593,8.502282578680484,0.011170012491077803,7.159978006780872,1.0539,0.8285714285714286,0.018268330704729593,0.0,0,0,576.7175000000001,0,0,0,0,0
56.0,1,87279.0,32,7425.0,9.99,0.09,24.0,693,1,0,0,0,0,0,0,1,0,0,0,0,0,11.376876620506952,8.912742634737025,0.009349413948372461,6.479143866222116,0.8991,0.8421052631578947,0.014415584394782707,9.99,0,0,741.7575,0,0,0,0,0
58.0,1,936815.0,37,4500.0,6.91,0.0,19.0,658,0,1,0,0,0,1,0,0,0,0,0,0,0,13.750242170539092,8.412054873292933,0.00037995762236941126,0.2500121155190726,0.0,0.925,0.010501519740879149,0.0,0,0,310.95,0,0,1,0,0
65.0,1,55823.0,46,10000.0,11.01,0.18,19.0,738,0,0,0,0,0,0,0,0,0,1,0,0,0,10.929959163426556,9.210440366976517,0.021514429536212673,15.877648997724952,1.9817999999999998,0.9787234042553191,0.01491869916677683,0.0,1,0,1101.0,0,0,0,0,0
54.0,1,25180.0,32,5000.0,11.01,0.2,28.0,661,1,0,0,1,0,0,0,0,0,0,0,1,0,10.133845020868533,8.517393171418904,0.023848292295472598,15.763721207307388,2.202,0.8888888888888888,0.016656580912773705,11.01,1,0,550.5,0,1,0,0,0
60.0,1,118493.0,39,15000.0,16.29,0.13,29.0,637,0,0,0,0,0,0,0,0,0,0,1,0,0,11.682617605364042,9.61587214452889,0.021887368874110708,13.94225397280852,2.1177,0.9285714285714286,0.025572998389995293,0.0,1,1,2443.5,0,0,1,0,1
51.0,1,97320.0,28,18000.0,18.78,0.18,20.0,634,1,0,0,0,0,0,0,0,0,0,1,0,0,11.485770072224856,9.798182590890704,0.03658446362515413,23.194549938347716,3.3804000000000003,0.8484848484848485,0.029621451057379417,18.78,1,1,3380.4,0,0,1,0,0
55.0,0,61229.0,32,20000.0,7.51,0.33,28.0,705,0,0,0,0,0,0,0,0,1,0,0,0,0,11.022392544472,9.90353755128617,0.0277972855999608,19.597086347972365,2.4783,0.8648648648648649,0.010652482254393641,0.0,1,0,1502.0,0,0,0,0,1
69.0,1,29668.0,45,6000.0,6.62,0.2,23.0,724,0,0,1,0,0,0,0,0,0,0,0,1,0,10.297858008638679,8.699681400989514,0.015410543346366455,11.157233382769313,1.324,0.8823529411764706,0.009143646396210433,0.0,0,0,397.2,0,1,0,0,0
56.0,1,84787.0,32,15000.0,10.38,0.18,24.0,592,0,1,0,0,0,1,0,0,0,0,0,0,0,11.347909302332628,9.61587214452889,0.020132803377876325,11.918619599702785,1.8684,0.8421052631578947,0.017533783754165908,0.0,1,0,1557.0,0,0,0,0,0
51.0,1,70414.0,28,1500.0,19.03,0.02,24.0,731,0,1,0,0,0,0,0,0,0,0,0,1,0,11.16216158763215,7.313886831633462,0.004266907149146477,3.1191091260260744,0.38060000000000005,0.8484848484848485,0.026032831701733473,0.0,0,1,285.45,0,0,0,0,1
57.0,1,94019.0,35,6625.0,7.66,0.07,27.0,670,1,0,0,0,0,0,0,0,0,0,0,0,0,11.451262804578121,8.798756582859841,0.006102224018549442,4.088490092428127,0.5362,0.8974358974358975,0.011432835803831589,7.66,0,0,507.475,0,0,0,0,0
54.0,1,156093.0,29,9000.0,11.49,0.06,24.0,548,0,0,0,0,1,1,0,0,0,1,0,0,0,11.958213668865383,9.105090961257085,0.007201476043128135,3.946408871634218,0.6894,0.8055555555555556,0.020967153246410304,0.0,0,0,1034.1,0,0,1,0,1
61.0,0,192895.0,39,24000.0,10.38,0.12,21.0,645,1,0,0,0,0,1,0,0,0,0,0,0,0,12.169906462546113,10.085850775128717,0.014158998418828896,9.132553980144637,1.2456,0.9069767441860465,0.01609302323086353,10.38,0,0,2491.2000000000003,0,0,1,0,0
52.0,1,86458.0,27,7000.0,16.82,0.08,24.0,732,0,1,0,0,0,0,0,0,0,1,0,0,0,11.367425592112635,8.853808274977197,0.014427814661454116,10.561160332184413,1.3456000000000001,0.7941176470588235,0.022978142045111827,0.0,0,1,1177.4,0,0,0,0,1
53.0,0,54806.0,31,5600.0,13.79,0.1,28.0,605,1,0,0,0,0,0,0,0,0,0,0,0,0,10.91157320200468,8.630700432209832,0.01511221399116885,9.142889464657154,1.379,0.8857142857142857,0.022793388392077042,13.79,0,1,772.24,0,0,0,0,0
57.0,1,49067.0,34,15000.0,8.9,0.31,21.0,741,0,0,1,0,0,0,0,0,0,0,0,1,0,10.800962370152643,9.61587214452889,0.030264740049320317,22.426172376546354,2.759,0.8717948717948718,0.012010796205113635,0.0,1,0,1335.0,0,0,0,0,1
52.0,1,37117.0,28,5000.0,12.73,0.13,18.0,656,1,0,0,0,1,0,0,0,0,0,0,0,1,10.52185730613825,8.517393171418904,0.01849556806854002,12.133092652962254,1.6549,0.8235294117647058,0.019405487775296514,12.73,1,0,636.5,0,1,0,0,0
53.0,1,102906.0,28,8000.0,7.74,0.08,26.0,686,1,0,0,0,0,0,0,0,0,0,0,0,0,11.541580946719279,8.987321812850125,0.00679455036635376,4.661061551318679,0.6192000000000001,0.8,0.011282798817372014,7.74,0,0,619.2,0,0,1,0,0
60.0,1,59707.0,38,12000.0,13.79,0.2,21.0,764,0,0,0,0,1,0,0,1,0,0,0,0,0,10.99722129375313,9.392745258631441,0.02972515785418795,22.710020600599595,2.758,0.9047619047619048,0.018049738196269975,0.0,1,1,1654.8,0,0,0,0,0
51.0,0,73207.0,29,7500.0,11.01,0.1,23.0,720,1,1,0,0,0,1,0,0,0,0,0,0,0,11.201059983595215,8.922791623969637,0.012304151242367533,8.858988894504623,1.101,0.8787878787878788,0.015291666645428241,11.01,0,0,825.75,0,0,0,0,0
58.0,1,87630.0,35,4500.0,11.01,0.05,23.0,725,0,0,0,0,1,0,0,0,0,0,1,0,0,11.38089009560181,8.412054873292933,0.0061674084217733655,4.47137110578569,0.5505,0.875,0.015186206875605231,0.0,0,0,495.45,0,0,0,0,0
60.0,1,55676.0,39,20000.0,10.0,0.36,26.0,634,0,0,0,0,0,0,0,0,0,0,0,0,1,10.927322414246413,9.90353755128617,0.039514332926215964,25.05208707522092,3.5999999999999996,0.9285714285714286,0.015772870637582224,0.0,1,0,2000.0,0,0,0,0,1
52.0,0,63273.0,31,9600.0,8.49,0.15,22.0,673,1,0,0,0,0,0,0,1,0,0,0,0,0,11.055229781258411,9.169622538697624,0.01439855862690247,9.690229955905362,1.2735,0.9117647058823529,0.01261515599908595,8.49,0,0,815.04,0,0,0,0,0
56.0,1,108901.0,34,7200.0,6.17,0.07,19.0,720,1,0,0,0,0,1,0,0,0,0,0,0,0,11.598203674225319,8.881975184248867,0.0047404523374441005,3.4131256829597523,0.43190000000000006,0.8947368421052632,0.008569444432542438,6.17,0,0,444.24,0,0,1,0,0
52.0,1,79606.0,32,20000.0,15.58,0.25,19.0,684,0,1,0,0,0,0,0,0,0,0,0,0,0,11.284857307664499,9.90353755128617,0.04165515162173705,28.492123709268142,3.895,0.9411764705882353,0.022777777744476934,0.0,1,1,3116.0,0,0,0,0,1
52.0,1,78289.0,26,5000.0,11.26,0.06,20.0,660,0,0,0,0,0,0,0,0,0,1,0,0,0,11.26817515990196,8.517393171418904,0.007829963340954668,5.167775805030081,0.6756,0.7647058823529411,0.01706060603475666,0.0,0,0,563.0,0,0,0,0,0
57.0,1,64751.0,34,5800.0,13.16,0.09,30.0,746,1,1,0,0,0,1,0,0,0,0,0,0,0,11.078319867115647,8.665785595466064,0.012683665117141049,9.462014177387223,1.1844,0.8717948717948718,0.017640750646594167,13.16,0,1,763.28,0,0,0,0,0
54.0,0,144821.0,29,17625.0,7.49,0.12,19.0,698,1,0,0,0,0,1,0,0,0,0,0,0,0,11.883260681094654,9.777130363659605,0.010332496668300868,7.212082674474006,0.8988,0.8055555555555556,0.010730659010414529,7.49,0,0,1320.1125,0,0,1,0,0
65.0,1,91852.0,45,35000.0,10.99,0.38,28.0,686,0,0,0,0,0,0,0,0,0,0,1,0,0,11.427944752058712,10.463131911491967,0.04568762792318077,31.34171275530201,4.1762,0.9574468085106383,0.016020408139911943,0.0,1,0,3846.5,0,0,0,0,1
56.0,1,181143.0,34,15000.0,11.48,0.08,26.0,587,1,0,1,0,0,1,0,0,0,0,0,0,0,12.107047574052357,9.61587214452889,0.010334376707904805,6.06627912754012,0.9184000000000001,0.8947368421052632,0.01955706981336104,11.48,0,0,1722.0,0,0,1,0,0
66.0,1,51470.0,44,6475.0,9.99,0.13,30.0,600,1,0,1,0,0,0,0,0,0,0,0,1,0,10.848773821251536,8.775858314797526,0.01382557800660579,8.295346803963474,1.2987,0.9166666666666666,0.01664999997225,9.99,0,0,646.8525,0,0,0,0,0
36.0,0,98609.0,13,6000.0,12.48,0.06,17.0,544,0,0,0,0,0,0,0,0,0,0,0,0,1,11.498927955326375,8.699681400989514,0.008202091087020455,4.461937551339128,0.7488,0.7222222222222222,0.022941176428416955,0.0,0,0,748.8,0,0,1,0,0
21.0,1,144907.0,0,10000.0,11.36,0.07,3.0,555,1,0,0,0,0,0,0,0,1,0,0,0,0,11.883854337274723,9.210440366976517,0.008529608645545073,4.7339327982775155,0.7952,0.0,0.020468468431588345,11.36,0,0,1136.0,1,0,1,0,0
26.0,1,271215.0,5,25000.0,10.89,0.09,3.0,656,1,0,0,0,0,1,0,0,0,0,0,0,1,12.510670830358267,10.12667110305036,0.010959939531368102,7.189720332577475,0.9801,0.625,0.016600609730791756,10.89,0,0,2722.5,0,0,1,0,0
31.0,1,35855.0,9,2000.0,8.88,0.06,7.0,549,0,0,0,0,1,0,0,1,0,0,0,1,0,10.487266196040709,7.601402334583733,0.005511086319899596,3.025586389624878,0.5328,0.6923076923076923,0.016174863358515732,0.0,0,0,177.6,0,1,0,0,0
36.0,0,78899.0,17,8000.0,11.65,0.1,10.0,673,1,0,1,0,0,0,0,0,0,0,0,0,0,11.275936506833965,8.987321812850125,0.012826525051014588,8.632251359332818,1.165,0.9444444444444444,0.017310549751395916,11.65,0,0,932.0,0,0,0,0,0
31.0,1,64635.0,6,12000.0,7.61,0.19,5.0,596,0,0,0,0,0,0,0,0,0,0,0,0,1,11.076526810092139,9.392745258631441,0.015985147365978187,9.527147830122999,1.4459000000000002,0.46153846153846156,0.012768456354415342,0.0,0,0,913.2,0,0,0,0,0
28.0,1,46523.0,6,10750.0,10.75,0.23,9.0,717,1,0,1,0,0,0,0,0,0,0,0,0,1,10.74772358745893,9.282754052485227,0.027150549190722868,19.466943769748298,2.4725,0.6,0.014993026478391874,10.75,1,0,1155.625,0,1,0,0,0
26.0,1,123502.0,3,11439.0,7.16,0.09,4.0,559,1,0,0,0,0,1,0,0,0,1,0,0,0,11.72402072625311,9.344871264933788,0.007557953717348707,4.224896127997927,0.6444,0.375,0.01280858673916174,7.16,0,0,819.0324,0,0,1,0,0
25.0,0,36811.0,2,3000.0,11.13,0.08,4.0,601,1,1,0,0,0,1,0,0,1,0,0,0,0,10.513579157958748,8.006700845440367,0.009885632012170275,5.941264839314336,0.8904000000000001,0.2857142857142857,0.01851913474456051,11.13,0,0,333.9,0,1,0,0,0
27.0,1,58558.0,5,10000.0,6.0,0.17,5.0,690,0,1,0,0,0,1,0,0,0,1,0,0,0,10.977790071986655,9.210440366976517,0.011953960176235527,8.248232521602514,1.02,0.5555555555555556,0.008695652161310649,0.0,0,0,600.0,0,0,0,0,0
23.0,1,79152.0,5,7000.0,8.1,0.09,4.0,670,0,0,0,0,1,1,0,0,0,0,0,1,0,11.27913796730723,8.853808274977197,0.008047806751566605,5.392030523549625,0.729,1.0,0.012089552220761862,0.0,0,0,567.0,1,0,0,0,0
28.0,1,56191.0,1,7500.0,13.1,0.13,6.0,634,1,0,1,0,0,0,0,0,0,0,0,0,1,10.93652967699479,8.922791623969637,0.018819739815984768,11.931715043334343,1.703,0.1,0.020662460535232713,13.1,1,1,982.5,0,0,0,0,0
30.0,0,58526.0,6,10000.0,11.9,0.17,9.0,644,1,0,0,0,0,0,0,0,0,0,0,1,0,10.97724346520537,9.210440366976517,0.022041485835355226,14.194716877968766,2.023,0.5,0.018478260840872267,11.9,1,0,1190.0,0,0,0,0,0
